USAF,WBAN,Station_Name,CTRY,ST,Call,LAT,LON,ELEV,BEGIN,END
729640,99999,WHITEHORSE,AIRPORT,CA,+60.717,-135.067,702.0,19730101.0,1977-06-30,
729650,99999,MAYO,AIRPORT,CA,+63.617,-135.867,504.0,19730101.0,1977-06-30,
729660,99999,DAWSON,AIRPORT,CA,+64.050,-139.133,369.0,19730101.0,1977-06-30,
729665,99999,OLD,CROW,AIRPORT,CA,67.567,-139.833,253.0,1973-01-06,1977-06-30
729670,99999,BURWASH,(AUTO8),CA,+61.367,-139.05,786.0,19730101.0,1977-06-30,
729675,99999,BEAVER,CREEK,ARPT,CA,62.383,-140.883,663.0,1973-01-01,1977-06-30
729676,99999,HAINES,JUNCTION,CA,+60.767,-137.583,599.0,19740101.0,1977-06-30,
729680,99999,SHINGLE,POINT,ARPT,CA,68.95,-137.217,53.0,1973-08-09,1977-06-30
729690,26463,KOMAKUK,BEACH,ARPT,CA,69.583,-140.183,1.0,1973-08-01,1977-06-30
731010,99999,SYNOP82,REG1,KTS,US,0.0,0.0,-999.0,2001-08-23,2001-08-23
732010,99999,SYNOP82,REG2,KTS,US,0.0,0.0,-999.0,2001-08-18,2001-09-18
732020,99999,SYNOP82,REG2,MPS,US,0.0,0.0,-999.0,2001-08-15,2001-09-27
734010,99999,SYNOP82,REG4,KTS,US,0.0,0.0,-999.0,2001-08-19,2001-08-27
734020,99999,SYNOP82,REG4,KTS,US,0.0,0.0,-999.0,2001-08-23,2001-08-26
735020,99999,SYNOP82,REG5,KTS,US,0.0,0.0,-999.0,2001-09-23,2002-10-17
736010,99999,SYNOP82,REG6,KTS,US,0.0,0.0,-999.0,2001-08-18,2001-09-17
736020,99999,SYNOP82,REG6,MPS,US,0.0,0.0,-999.0,2001-08-16,2001-09-25
740001,99999,SUSSEX,US,NJ,KFWN,41.2,-74.623,128.0,2004-05-10,2005-12-31
740114,99999,PACIFIC,BUOY,US,CA,39.2,-124.0,-999.0,1982-03-11,1985-04-26
740124,99999,PACIFIC,BUOY,US,CA,38.2,-123.3,-999.0,1982-01-07,1985-04-26
740134,99999,ENVIRONM,BUOY,46012,US,37.4,-122.7,0.0,1982-01-07,1985-04-26
740144,99999,PACIFIC,BUOY,US,CA,34.9,-120.9,-999.0,1982-01-07,1985-04-26
740154,99999,PACIFIC,BUOY,US,CA,40.8,-124.5,-999.0,1982-06-25,1985-04-26
740164,99999,PACIFIC,BUOY,US,CA,37.8,-122.7,-999.0,1982-10-19,1985-04-26
740174,99999,PACIFIC,BUOY,US,CA,35.8,-121.7,-999.0,1985-01-18,1985-01-23
740184,99999,PACIFIC,BUOY,US,CA,40.4,-124.5,-999.0,1985-01-18,1985-04-26
740194,99999,PACIFIC,BUOY,US,CA,41.8,-124.4,-999.0,1985-06-29,1987-07-01
740204,99999,ENVIRONM,BUOY,46038,US,41.9,-122.4,3.0,1986-10-16,1987-05-18
740430,99999,NORMAN,WELLS,ARPT,CA,65.283,-126.8,73.0,1943-03-19,1977-06-30
740450,99999,TESLIN,ARPT,(AUT),CA,60.167,-132.75,705.0,1973-01-01,1977-06-30
740455,99999,TESLIN,(MARS),CA,+60.183,-132.75,701.0,19760723.0,1977-02-17,
740500,99999,PUNTZI,MTN,(MARS),CA,52.117,-124.083,911.0,1973-01-01,1977-06-30
740505,99999,PUNTZI,MTN,(MAN),CA,52.117,-124.083,0.0,1977-06-08,1977-06-30
740510,99999,SACHS,HARBOUR(MAPS),CA,+71.983,-125.283,83.0,19730101.0,1977-06-30,
740530,99999,CLINTON,POINT,CA,+69.583,-120.75,98.0,19730101.0,1977-07-11,
740561,99999,DAWSON,CREEK,&,CA,55.75,-120.183,655.0,1973-01-01,1977-06-30
740610,99999,PORT,RADIUM,CA,+66.083,-117.933,438.0,19770101.0,1977-06-26,
740620,99999,BERNARD,HARBOUR,CA,+65.483,-110.367,451.0,19730101.0,1977-06-30,
740630,99999,FORT,RESOLUTION,CA,+61.183,-113.683,164.0,19430301.0,1977-06-30,
740660,99999,HIGH,LEVEL,AIRPORT,CA,58.617,-117.167,338.0,1973-01-01,1977-06-30
740680,99999,PEACE,RIVER,AIRPORT,CA,56.233,-117.433,571.0,1943-12-22,1977-06-30
740690,99999,SLAVE,LAKE,AIRPORT,CA,55.3,-114.783,581.0,1973-01-01,1977-06-30
740700,99999,US,19730101,19760512,,,,,,
740720,99999,MOULD,BAY,AIRPORT,CA,76.233,-119.333,18.0,1950-01-01,1977-06-30
740730,99999,FORT,RELIANCE,&,CA,62.717,-109.167,160.0,1973-01-01,1977-06-30
740740,99999,ISACHSEN,(MAPS),CA,+78.783,-103.533,27.0,19500101.0,1977-06-30,
740750,99999,COLLINS,BAY,(AUTO8),CA,58.183,-103.683,490.0,1973-01-04,1977-06-30
740760,99999,URANIUM,CITY(MARS)&,CA,+59.567,-108.483,318.0,19730104.0,1977-06-30,
740770,99999,BUFFALO,NARROWS,AUT,CA,55.85,-108.467,421.0,1973-01-01,1977-06-30
740780,99999,LYNN,LAKE,AIRPORT,CA,56.867,-101.067,357.0,1973-01-01,1977-06-30
740790,99999,THOMPSON,AIRPORT,CA,+55.800,-97.867,222.0,19730101.0,1977-06-30,
740800,99999,MACKAR,INLET,CA,+68.300,-85.683,399.0,19730101.0,1977-08-02,
740810,99999,HALL,BEACH,AIRPORT,CA,68.783,-81.25,8.0,1973-01-01,1977-06-30
740820,99999,ALERT,CA,+82.500,-062.333,67.0,19510101.0,19770630.0,,
740900,99999,CYLDE,AIRPORT,&,CA,70.45,-68.55,2.0,1945-05-01,1977-06-30
740910,99999,LONGSTAFF,BLUFF,CA,+68.950,-75.3,159.0,19730101.0,1977-06-30,
740920,99999,DEWAR,LAKES,CA,+68.650,-71.233,515.0,19730101.0,1977-07-07,
740930,99999,CAPE,HOOPER,&,CA,68.433,-66.783,396.0,1973-01-01,1977-07-31
740940,99999,CAPE,DYER,AIRPORT,CA,66.583,-61.617,393.0,1973-01-01,1977-08-09
740950,99999,POND,INLET,AIRPORT,CA,72.667,-78.0,59.0,1975-01-09,1977-06-30
740960,99999,BROUGHTON,ISLAND,CA,+67.550,-63.783,579.0,19730101.0,1977-06-30,
740970,99999,US,19730101,19751224,,,,,,
740980,99999,KILLINEK,(MAPS),&,CA,60.417,-64.85,38.0,1975-10-03,1977-06-30
741000,99999,TRIPLE,ISLAND,CA,+54.300,-130.883,14.0,19730101.0,1977-07-29,
741010,99999,SANDSPIT,AIRPORT,CA,+53.250,-131.817,6.0,19730101.0,1977-06-30,
741020,99999,ETHELDA,BAY,CA,+53.050,-129.683,6.0,19730101.0,1977-06-30,
741030,99999,QUESNEL,AIRPORT,CA,+53.033,-122.517,545.0,19730101.0,1977-06-30,
741040,99999,WILLIAMS,LAKE,ARPT,CA,52.183,-122.067,940.0,1961-01-01,1977-06-30
741050,99999,PINE,ISLAND,(MAPS),CA,50.0,-127.417,9.0,1973-01-01,1977-06-30
741060,94234,TOFINO,CA,+49.083,-125.767,20.0,19730101.0,19770630.0,,
741070,25342,CAPE,ST,JAMES,CA,51.933,-131.017,89.0,1973-01-01,1977-06-30
741080,99999,ABBOTSFORD,AIRPORT,CA,+49.017,-122.367,58.0,19570101.0,1977-06-30,
741090,99999,PORT,HARDY,AIRPORT,CA,50.683,-127.367,23.0,1973-01-01,1977-06-30
741100,99999,ALERT,BAY,CA,+50.583,-126.933,50.0,19730101.0,1977-06-30,
741110,99999,CAPE,SCOTT,CA,+50.783,-128.433,72.0,19730101.0,1977-06-30,
741130,99999,AGASSIZ,(AUTO),CA,+50.150,-122.95,668.0,19730101.0,1977-06-30,
741140,99999,HOPE,AIRPORT,(MAN),CA,49.367,-121.5,39.0,1973-01-01,1977-06-30
741145,99999,HOPE,(AUTOB),CA,+49.367,-121.483,38.0,19751204.0,1977-06-30,
741150,99999,VERNON,(AUTO8),CA,+50.233,-119.283,555.0,19730101.0,1977-06-30,
741200,99999,COLD,LAKE,(CAN-MIL),CA,54.417,-110.283,541.0,1957-01-01,1977-06-30
741210,99999,EDMONTON/NAMAO(MIL),CA,+53.667,-113.467,688.0,19730101.0,19770630.0,,
741220,99999,BANFF,CA,+51.183,-115.567,1384.0,19730101.0,19770630.0,,
741230,99999,EDMONTON,INTL,ARPT,CA,53.317,-113.583,723.0,1973-01-01,1977-06-30
741250,99999,MEADOW,LAKE,AIRPORT,CA,54.117,-108.433,482.0,1973-01-01,1977-06-30
741260,99999,BROOKS,CA,+50.550,-111.900,755.0,19730101.0,19770816.0,,
741270,99999,PRIMROSE,LAKE,2,CA,54.917,-109.967,625.0,1975-04-01,1977-06-30
741290,99999,KINDERSLEY,ARPT,&,CA,51.467,-109.167,683.0,1973-01-01,1977-06-30
741300,99999,NIPAWIN,AIRPORT,CA,+53.333,-104.0,374.0,19730921.0,1977-06-30,
741310,99999,EASTEND,CYPRESS,AUT,CA,49.433,-108.983,1079.0,1977-01-01,1977-06-30
741350,99999,ROCKGLEN,(MARS),CA,+49.167,-105.967,915.0,19730101.0,1977-06-30,
741380,99999,YORKTON,AIRPORT,CA,+51.267,-102.467,498.0,19730101.0,1977-06-30,
741400,99999,BRANDON,AIRPORT,CA,+49.917,-99.95,409.0,19730101.0,1977-06-30,
741405,99999,BEAUSEJOUR,CA,+50.067,-096.517,274.0,19750401.0,19770630.0,,
741410,99999,NORWAY,HOUSE,ARPT,CA,53.967,-97.833,224.0,1973-03-14,1977-06-30
741415,99999,IDA,(AUTO),CA,+51.667,-98.75,265.0,19750401.0,1977-06-30,
741430,99999,BACHELORS,IL,(AUT),CA,51.033,-95.667,256.0,1973-01-01,1977-06-30
741450,99999,ISLAND,LAKE,AIRPORT,CA,53.867,-94.667,238.0,1973-01-01,1977-06-30
741480,99999,PILOT,MOUND,(MARS),CA,49.2,-98.883,474.0,1973-01-01,1977-06-30
741820,99999,CHURCHILL,FALLS,CA,+53.550,-64.1,440.0,19730101.0,1977-06-30,
741830,99999,US,19761023,19770124,,,,,,
741850,99999,DANIELS,HARBOUR,CA,YDH,50.233,-57.583,24.0,1973-01-01,1977-06-30
741870,99999,BAIE,COMEAU,AIRPORT,CA,49.133,-68.2,53.0,1973-01-01,1977-06-30
741890,99999,PUINTE,CLAVEAU,CA,+49.017,-64.4,39.0,19730101.0,1977-08-14,
741895,99999,GASPE,AIRPORT,&,CA,48.767,-64.483,33.0,1973-01-01,1977-06-30
741930,99999,COMFORT,COVE,CA,+49.267,-54.883,96.0,19730101.0,1977-06-30,
741940,99999,BUGEO,CA,+47.617,-057.617,11.0,19730101.0,19770630.0,,
741950,99999,SAINT,ALBANS,CA,+47.867,-55.85,1.0,19730101.0,1977-06-30,
741960,99999,BONAVISTA,CA,+48.700,-053.083,21.0,19730101.0,19770630.0,,
741970,99999,PORT-AUX-BASQUES,CA,+47.567,-059.167,7.0,19730101.0,19770630.0,,
742000,99999,VICTORIA,(AUTO8),CA,+48.417,-123.317,67.0,19730101.0,1977-06-30,
742004,99999,BURROWS,ISLAND,US,WA,48.08,-122.1,18.0,1979-05-07,1987-06-09
742066,99999,MULKITEO,(CGS),US,WA,47.95,-122.3,1.0,1978-11-02,1978-11-02
742071,99999,GRAY,AAF,US,WA,47.083,-122.583,92.0,2004-07-13,2010-12-31
743680,99999,US,19730101,19750514,,,,,,
743681,99999,WATERLOO-WELLINGTON,CA,+43.450,-080.383,314.0,19750515.0,19770630.0,,
743895,99999,US,19761023,19761231,,,,,,
743941,99999,GRENIER,AFB,US,NH,42.933,-71.433,71.0,1941-09-22,1968-06-24
743945,99999,MANCHESTER,US,NH,KMHT,42.933,-71.433,81.0,2000-01-01,2003-12-31
743950,99999,US,19730101,19750514,,,,,,
743951,99999,HALIFAX,INTL,&,CA,44.883,-63.517,145.0,1975-05-15,1977-06-30
743970,99999,GREENWOOD,(CAN-MIL),CA,+44.983,-64.917,28.0,19540101.0,1977-06-30,
743985,99999,TRURO,(MARS),&,CA,45.367,-63.267,39.0,1977-06-08,1977-06-29
744200,99999,ROOSEVELT,UT,US,+40.300,-109.983,1556.0,19850423.0,1997-03-03,
744450,99999,NELIGH,NE.,US,NE,42.2,-97.8,524.0,2005-02-15,2005-11-28
744600,99999,MARSEILLES,IL,US,+41.367,-88.683,225.0,19780310.0,1997-04-22,
744650,99999,DUNNE,CRIB,IL.,US,41.783,-87.533,-999.9,1943-09-27,1976-01-30
744658,99999,FLORA,US,IL,KFOA,38.667,-88.45,144.0,2002-06-03,2005-12-31
744714,99999,SMITHVILLE/WOOSTER,US,OH,KSLW,40.883,-81.833,357.0,1985-05-22,1994-06-30
744830,99999,WILMINGTON,VT.,US,+42.883,-72.883,482.0,19730101.0,1984-05-29,
744840,99999,WEST,DOVER,VT.,US,42.933,-72.867,595.0,1973-01-02,1977-01-14
744859,99999,FREEPORT,US,NY,+40.650,-73.583,9.0,19850522.0,1985-05-31,
744864,99999,REPUBLIC,US,NY,KFRG,40.717,-73.4,25.0,1943-04-12,1997-12-31
744900,99999,BEDFORD/HANSCOM,AFB,US,MA,42.467,-71.283,41.0,1993-01-01,1997-05-19
744940,99999,CHATHAM,US,MA,KCHH,41.667,-69.967,15.5,1973-01-01,1995-03-21
745000,99999,SHERIDAN,CA,US,+39.000,-121.333,60.0,20020226.0,2002-02-26,
745054,99999,POINT,SUR,US,CA,36.3,-121.883,34.0,1980-02-27,2002-08-02
745056,99999,RAMONA,US,CA,KRNM,33.039,-116.915,425.0,1999-01-14,2005-12-31
745057,99999,WHITEMAN,US,CA,KWHP,34.267,-118.417,306.0,1999-01-14,2005-12-31
745060,23239,ALAMEDA(USN),US,CA,KNGZ,37.733,-122.317,4.0,1973-01-01,1997-01-02
745700,99999,DAYTON/WRIGHT-PATTE,US,OH,KFFO,39.833,-84.05,251.0,2000-01-01,2004-12-31
745890,99999,CHESAPEAKE,VA.,US,+36.900,-75.717,23.0,20240830.0,2024-08-30,
745950,99999,OCEAN,CITY,US,MD,38.33,-75.08,4.0,1973-01-01,1996-06-29
746375,99999,CLINES,CORNER,US,NM,34.933,-105.583,2109.0,1985-02-07,1997-12-31
746410,99999,GAGE,US,OK,KGAG,36.283,-99.767,669.0,1943-12-01,2010-07-08
746934,99999,ASHEBORO,ASHEBORO,MUNICIPAL,US,35.65,-79.9,205.0,1999-01-14,1999-07-15
747186,3164,CAMPO,US,CA,KCZZ,32.626,-116.468,805.0,2006-01-01,2020-10-27
747186,99999,CAMPO,US,CA,KCZZ,32.633,-116.467,807.0,1973-01-01,1997-12-31
747255,99999,PAYSON,US,AZ,+34.267,-111.35,1571.0,19950708.0,1996-07-01,
747300,99999,SANDERSON,TX.,US,+30.167,-102.417,865.0,19780510.0,1997-12-31,
747350,99999,JAYTON,TX.,US,TX,33.017,-100.983,707.0,2007-01-26,2007-01-26
747761,99999,TRI,CO,US,FL,30.846,-85.601,25.9,2011-07-13,2021-12-15
749001,99999,RAF,SPILSBURY,UK,+53.167,0.167,11.0,19431001.0,1946-05-31,
749002,99999,ATTLEBOROUGH,UK,+52.500,+000.950,32.0,19430901.0,19450831.0,,
749003,99999,DEENETHORPE,UK,+52.500,-000.600,105.0,19440701.0,19450630.0,,
749005,99999,TIBENHAM,AIRFIELD,UK,+52.457,1.162,52.0,19440701.0,2025-03-10,
749006,99999,HEMINGSTONE,UK,+52.133,+001.100,58.0,19440601.0,19450630.0,,
749007,99999,RAF,HOME-ON-SPALDING,UK,+53.800,-0.75,4.0,19410901.0,1945-10-31,
749008,99999,STURGATE,AIRFIELD,UK,EGCS,53.381,-0.685,21.0,1943-09-01,1957-06-13
749009,99999,RAF,BLYTON,UK,+53.467,-0.7,240.0,19430301.0,1943-06-30,
749010,99999,LAGUNA,AAF,US,+32.850,-114.4,152.0,19470708.0,1947-08-14,
749015,99999,RICHMOND,MUNI,US,IN,39.767,-84.833,348.0,1947-11-07,1952-04-01
749016,99999,LOMETTA,AIRSTRIP,US,TX,31.25,-98.5,411.0,1952-03-12,1952-04-09
749018,99999,JOHNSON,CITY,US,TX,30.25,-98.617,461.0,1963-12-23,1969-01-21
749020,99999,LAC,MEGANTIC,CA,CYXG,45.583,-70.867,415.0,1950-01-01,1959-01-01
749023,99999,FISHERMANS,LAKE,LI,+06.750,-11.25,0.0,19430701.0,1945-05-04,
749024,99999,OYAPOCK,BR,SBVE,+03.867,-51.817,0.0,19431007.0,1945-10-21,
749025,99999,CHAME,PM,+08.600,-079.917,37.0,19420714.0,19461024.0,,
749026,99999,REY,ISLAND,PM,MPYI,8.233,-78.9,24.0,1943-07-15,1947-08-01
749027,99999,LA,MITRA,PM,+08.850,-79.783,94.0,19420408.0,1945-10-19,
749028,99999,LA,JOYA,PM,+09.133,-79.233,48.0,19420716.0,1945-09-27,
749029,99999,CALZADA,LARGA,PM,MP23,9.166,-79.545,120.1,1942-07-08,1944-11-01
749030,99999,MANDINGA,PM,+09.450,-079.083,5.0,19430726.0,19440413.0,,
749031,99999,SAN,JOSE,ISLAND,PM,8.25,-79.133,82.0,1944-06-01,1948-01-01
749032,99999,LAKE,GATUN,PM,+09.117,-79.783,79.0,19450501.0,1946-01-31,
749033,99999,FINCA,FAYORITA,CS,+09.517,-82.65,10.0,19431001.0,1944-06-05,
749034,99999,POCRI,AIRFIELD,PM,MPCI,7.733,-80.133,14.0,1943-06-15,1947-12-23
749035,99999,AGUADULCE,PM,+08.250,-080.567,46.0,19420330.0,19460125.0,,
749036,99999,PARRITA,CS,MRPR,+09.517,-84.333,6.0,19441001.0,1947-07-31,
749037,99999,BISSAU,PU,+11.867,-015.633,38.0,19430201.0,19430403.0,,
749038,99999,LOS,MOLINOS,RQ,+18.483,-66.467,13.0,19430101.0,1943-12-01,
749039,99999,CAYEY,RQ,+18.117,-066.150,396.0,19430222.0,19430630.0,,
749040,99999,TOCO,TD,+10.833,-060.933,41.0,19420709.0,19421001.0,,
749041,99999,CHICKLAND,TD,+10.400,-061.400,19.0,19450715.0,19450927.0,,
749043,99999,EXUMA,BF,+23.500,-075.750,19.0,19450623.0,19451024.0,,
749051,99999,DUNELLON,US,FL,+29.067,-82.367,20.0,19431205.0,1944-03-13,
749053,99999,WILLISTON,MUNI,US,FL,29.35,-82.467,22.0,1943-12-07,1944-03-22
749054,99999,BUSHNELL,FIELD,US,FL,28.683,-82.083,27.0,1944-05-15,1945-09-01
749055,99999,MOORE,FIELD,US,TX,26.4,-98.35,62.0,1942-03-01,1945-11-11
749057,99999,ALOE,AAF,US,TX,28.767,-97.117,34.0,1944-06-08,1945-09-10
749058,99999,BROOKS,AFB,US,TX,29.35,-98.45,182.0,1948-01-22,1960-06-22
749060,99999,GUERCIF,MO,+34.233,-003.433,390.0,19430302.0,19430524.0,,
749061,99999,DEROUA,MO,+33.400,-007.533,185.0,19430201.0,19430501.0,,
749063,99999,IJJOUKAK,MO,+31.000,-008.133,1202.0,19440901.0,19450614.0,,
749064,99999,TOUAHAR,MO,GMFT,+34.200,-4.183,564.0,19430429.0,1946-02-28,
749065,99999,BOULHAUT,MO,+33.617,-007.117,171.0,19511218.0,19570313.0,,
749066,99999,LITTLE,SOUND,BD,+32.267,-64.85,13.0,19450401.0,1963-10-01,
749067,99999,CONNELLSVILLE,US,PA,+39.950,-79.65,383.0,19411020.0,1946-01-31,
749072,99999,WEEKSVILLE,NAS,US,NC,36.233,-76.133,7.0,1945-02-01,1957-06-28
749073,99999,GUNTER,ANNEX,US,AL,32.4,-86.25,67.0,1941-12-22,1946-01-01
749074,99999,FREEMAN,MUNI,US,IN,38.933,-85.917,176.0,1943-01-18,1946-10-31
749076,99999,MADISON,AAF,US,IN,38.833,-85.417,268.0,1941-11-03,1945-09-07
749079,99999,GRENADA,US,MS,+33.783,-89.8,63.0,19430812.0,1945-11-14,
749080,99999,COURTLAND,US,AL,+34.650,-87.333,176.0,19430201.0,1945-07-01,
749082,99999,HENDERSONVILLE,AAF,US,NC,35.433,-82.483,661.0,1943-08-01,1946-01-31
749083,99999,LEBANON,US,TN,+36.183,-86.3,159.0,19440209.0,1944-03-01,
749089,99999,TUSKEGEE/SHARPE,FLD,US,AL,32.5,-85.767,76.0,1942-04-19,1946-10-04
749090,99999,WALTERBORO,MUNI,US,SC,32.917,-80.65,29.0,1942-09-28,1945-11-02
749091,99999,VARISCO,AIRFIELD,US,TX,30.667,-96.55,84.0,1943-03-15,1958-06-12
749094,99999,HERINGTON,MUNI,US,KS,38.7,-96.817,455.0,1943-06-01,1945-10-01
749102,99999,WESLEYVILLE,DFS,CA,+49.150,-53.583,26.0,19431112.0,1945-12-01,
749103,99999,CAMPBELLTON,CENTER,CA,+48.000,-66.683,5.0,19500101.0,1959-01-01,
749105,99999,MITCHEL,FIELD,US,NY,40.733,-73.6,38.0,1937-01-01,1961-04-16
749108,99999,ELIZABETH,AAF,US,NY,41.267,-72.017,15.0,1944-05-01,1946-01-01
749109,99999,EATONTOWN,US,NJ,+40.300,-74.05,16.0,19471001.0,1948-11-01,
749110,99999,BRUNING,AAF,US,NE,40.333,-97.417,471.0,1943-01-01,1945-01-01
749111,99999,HARVARD,AAF,US,NE,40.65,-98.083,554.0,1943-08-07,1946-01-17
749112,99999,FAIRMONT,AAF,US,NE,40.583,-97.567,500.0,1942-12-18,1945-10-31
749114,99999,RAF,MOLESWORTH,UK,+52.383,-0.417,74.0,19540301.0,1957-05-31,
749115,99999,RAF,GROVE,UK,+51.617,-1.45,83.0,19450321.0,1945-11-20,
749116,99999,WARTON,AERODROME,UK,+53.750,-2.883,11.0,19450205.0,1945-08-09,
749117,99999,PENKETH,UK,+53.383,-002.650,27.0,19450101.0,19590430.0,,
749119,99999,HEBRON,CA,+58.217,-062.583,8.0,19431101.0,19460123.0,,
749120,99999,QUEBEC,ISLE,CA,+51.833,-62.883,524.0,19431023.0,1948-09-18,
749121,99999,INDIAN,HOUSE,LAKE,CA,56.233,-64.733,311.0,1944-09-01,1949-08-14
749122,99999,CARIBOU,EAST,CA,+59.367,-97.383,271.0,19430420.0,1945-07-15,
749124,99999,VIK,IC,+63.417,-018.900,30.0,19440301.0,19451224.0,,
749125,99999,GRUND,IC,+65.533,-018.067,35.0,19430510.0,19440122.0,,
749127,99999,IKATEQ,GL,BIKA,+65.933,-36.683,56.0,19421101.0,1947-10-18,
749128,99999,PANORAMANUNATAKKER,GL,+68.250,-036.500,2925.0,19560418.0,19560824.0,,
749129,99999,TREKANTNUNATTAKER,GL,+69.383,-035.917,2759.0,19560413.0,19560825.0,,
749130,99999,VALKYRIERNE,GL,+63.183,-041.333,91.0,19421205.0,19480920.0,,
749132,99999,SIMIUTAQ,GL,+60.683,-046.533,62.0,19420505.0,19570701.0,,
749133,99999,NANATAQ,GL,+65.067,-040.233,361.0,19440916.0,19451001.0,,
749135,99999,KOKLAPPERNE,GL,+65.333,-040.300,361.0,19421003.0,19440915.0,,
749136,99999,SNOWMAN,GREENLAND,GL,+00.000,0.0,0.0,19470826.0,1947-09-12,
749137,99999,MINT,JULEP,GL,+66.283,-47.767,829.0,19530527.0,1953-08-21,
749138,99999,ICE,CAP,GL,+68.067,-42.333,593.0,19560412.0,1956-08-23,
749140,99999,UNGUSIVIK,GL,+66.033,-053.567,13.0,19420916.0,19480809.0,,
749141,99999,MARRAK,POINT,GL,BMKA,63.433,-51.183,41.0,1943-01-19,1948-09-29
749142,99999,PADLOPING,ISLAND,CA,+67.100,-62.35,40.0,19411128.0,1953-09-01,
749143,99999,TAVANI,CA,+62.033,-093.067,0.0,19430506.0,19430824.0,,
749146,99999,THULE,STE,2,GL,76.533,-68.333,308.0,1952-05-23,1952-08-20
749149,99999,THULE,SITE,B,GL,76.0,-56.083,1650.0,1953-07-07,1957-07-01
749150,99999,THULE,GREENLAND/ALPHA,GL,+00.000,0.0,1356.0,19530729.0,1953-09-03,
749151,99999,THULE,GREENLAND/NUNA,LAKE,GL,0.0,0.0,594.0,1953-07-03,1953-09-07
749152,99999,THULE,MILE60,SIERRA,GL,77.233,-62.333,1704.0,1953-07-10,1954-08-30
749153,99999,BAKER,ISLAND,FQ,+00.217,-176.467,3.0,19431018.0,1945-10-01,
749155,99999,RADAR,BASE,US,TX,28.867,-100.517,70.0,1942-10-08,1945-05-15
749159,99999,PAMPA,AAF,US,TX,35.533,-100.75,955.0,1943-01-02,1945-10-01
749161,99999,PYOTE,AFB,US,TX,31.517,-103.133,798.0,1943-01-18,1946-03-15
749163,99999,RODEO,US,NM,+31.933,-108.983,1255.0,19460801.0,1954-01-06,
749164,99999,ELEPHANT,BUTTE,US,NM,33.233,-107.017,1478.0,1946-08-01,1950-05-25
749165,99999,COLUMBUS,MUNI,US,NM,31.833,-107.65,1223.0,1946-08-01,1955-01-01
749168,99999,RICE,AAF,US,CA,34.067,-114.833,269.0,1943-06-01,1944-03-02
749169,99999,PASADENA,US,CA,+34.133,-118.133,231.0,19431115.0,1944-10-11,
749170,99999,GARDNER,AAF,US,CA,35.117,-119.3,133.0,1941-12-01,1945-02-21
749178,99999,MORRO,BAY,US,CA,35.367,-120.85,20.0,1946-10-01,1947-01-01
749182,99999,JUDITH,GAP,US,MT,46.7,-109.75,1416.0,1944-07-15,1945-11-01
749183,99999,FORT,BENTON,US,MT,47.85,-110.65,880.0,1944-02-26,1945-11-01
749188,99999,JARVIE,WEST,CA,+54.467,-114.1,624.0,19430517.0,1945-08-18,
749189,99999,VALLEY,VIEW,ALBERTA,CA,55.083,-117.25,738.0,1944-02-22,1945-08-18
749190,99999,TRIANGLE,SOUTHWEST,CA,+55.317,-116.983,610.0,19431021.0,1944-01-01,
749191,99999,WONOWON,SOUTHEAST,CA,+56.700,-121.75,905.0,19430708.0,1945-08-18,
749192,99999,SKOOKS,LANDING,CA,+59.650,-127.067,507.0,19430801.0,1945-08-18,
749193,99999,SUMMIT,LAKE,CA,+58.650,-124.65,1281.0,19430921.0,1945-08-18,
749195,99999,TRUTCH,NORTHEAST,CA,+57.750,-122.9,857.0,19430720.0,1945-08-18,
749196,99999,TAKLA,LANDING,CA,+55.467,-125.95,692.0,19441005.0,1945-08-18,
749197,99999,NELSON,FORKS,CA,+59.500,-124.0,243.0,19450309.0,1945-06-17,
749198,99999,FRASER,NORTHEAST,CA,+59.767,-134.983,884.0,19431201.0,1946-01-31,
749199,99999,GALBRAITH,EAST,CA,+59.500,-131.767,1021.0,19450304.0,1945-08-18,
749203,99999,KAVALGA,ISLAND,US,AK,51.55,-178.8,15.0,1943-02-28,1944-08-16
749204,99999,FINCH,POINT,US,AK,52.383,-172.417,19.0,1943-04-01,1945-09-23
749206,99999,MILLS,LAKE,SOUTH,CA,61.25,-118.633,148.0,1944-01-23,1944-08-14
749207,99999,SAWMILL,BAY,CA,+65.733,-118.917,171.0,19480201.0,1948-09-01,
749210,99999,FISH,LAKE,CA,+60.633,-132.05,867.0,19430420.0,1945-08-18,
749211,99999,LITTLE,TESLIN,LAKE,CA,60.5,-133.4,782.0,1942-09-01,1943-04-01
749212,99999,SWIFT,RIVER,CA,+60.000,-131.183,880.0,19431006.0,1946-03-27,
749214,99999,SQUANGA,LAKE,SW,CA,60.417,-133.76,872.0,1943-08-22,1944-07-04
749215,99999,RANCHERIA,EAST,CA,+60.083,-130.167,846.0,19430824.0,1945-08-18,
749218,99999,KILAGMIOTAK,SE,CA,+69.283,-133.933,28.0,19480501.0,1948-10-01,
749221,99999,FIRE,ISLAND,US,AK,61.15,-150.233,15.0,1948-01-28,1948-04-11
749225,99999,QUARTZCREEK/KOUGAROK,US,AK,+65.533,-164.2,76.0,19430914.0,1943-11-01,
749228,99999,LAVA,LAKE,US,AK,65.583,-163.833,170.0,1945-04-01,1945-11-22
749229,99999,HUGGINS,ISLAND,US,AK,65.9,-154.667,56.0,1946-01-01,1946-09-25
749233,99999,DEKEMHARE,ER,+15.033,+039.050,1970.0,19430331.0,19431223.0,,
